B5794E0C-0892-40B1-9373-0AE665330A5A,admin@isep.ipp.pt,$2a$10$wAEUaiUEzJprjrP5H1iNFu9UeKUAw5d3rTTi7XjSouU7yKi4mBSF.,Fernando Pessoa,919191919,191919191,true,0DED9BB7-80C0-4B1B-AD56-4CFEAAFD87F2,approved
4DEAB67A-54C3-46C3-9F24-1508E3C01851,utente@isep.ipp.pt,$2a$10$A0ka.p0E8POIlWJdbE6vLuG4D5TmuWyEGPFmnW1GavJNT6w9B75/K,Ricardo Reis,919191919,191919191,true,75C114BE-194B-431E-9D4B-FFEC037E0046,approved
216CDDCD-2511-44DC-B349-1A628AFC84F0,gestortarefas@isep.ipp.pt,$2a$10$siJZ43uWhXfzJxKKe/5UFOvEN7iTZrSmxIUfEjyPAcNWE.1Nl8z0a,Ricardo Reis,919191919,191919191,true,AF2BDDAA-FF2C-459D-846B-593A5E0A62BC,approved
0CF12649-23A8-4119-B0CA-237678486240,testeIsApproved@isep.ipp.pt,$2a$10$Sv8Gyr4E0AOvigzrcUEuROY0o0QfWTNcdx2WYMUmKpEHRVBc0UI1m,Testar IsApproved,919191919,191919191,true,33690E0E-834D-478B-8867-0074C2FEC278,approved
59A9E2C2-D367-4D37-9BC8-4F9CD5F61411,gestorcampus@isep.ipp.pt,$2a$10$XqKplh2o8ZUuCRJR6MxReO2yrWeuW2s0E2wrxi8vc..EuC9pxEmBW,Álvaro de Campos,919191919,191919191,true,33690E0E-834D-478B-8867-0074C2FEC278,approved
AF6B8371-A2AD-4675-9FCB-580E837E783B,teste8@isep.ipp.pt,$2a$10$Ov2gQvaFOMdOV1EOetIdFuPRp7c7zwxA70Hs.9DAtPSv62rc6DH7.,Test Name,919191919,191919191,true,75C114BE-194B-431E-9D4B-FFEC037E0046,approved
02BC9D35-2D47-4AE5-8A5A-59F9CEB38BAA,teste6@isep.ipp.pt,$2a$10$K1knEORivVSJbfLBxC9GUeipdx.wtOGIUt.iuRPP9rEkidiGQgx76,Test Name,919191919,191919191,true,75C114BE-194B-431E-9D4B-FFEC037E0046,approved
C681C473-01CB-4A16-B9C2-771CA9986E75,gestorfrota@isep.ipp.pt,$2a$10$32ZLC272DcndpvbFX3cireSvtVkPzXbOKOMzWvwuzk4oYvavoMu3C,Alberto Caeiro,919191919,191919191,true,6D3E9175-4DD7-4FA6-A678-604881E8C847,approved
A7EC0365-DE38-4D00-A663-7B883AD7E795,test@isep.ipp.pt,$2a$10$4/oPlHnyU511EKKzTQ2DLe0CXD.9O5cgM1zejFLvs6MjPBKXC2b5y,Test,919191919,191919191,true,33690E0E-834D-478B-8867-0074C2FEC278,approved
23001A91-0005-42B1-BDFE-7BF17A4AF9AF,gg2@isep.ipp.pt,$2a$10$oIwQI/i1G5kZ3ZK44w438uLq318EtLgyF3C4cIOc0mTIOniEfxS8G,Test,911111112,211111112,true,75C114BE-194B-431E-9D4B-FFEC037E0046,pending
3847C5FE-78EF-441C-930A-8EE39BDE72F0,gg@isep.ipp.pt,$2a$10$9/cR3n/fwZM1j6Zyq2jH8OBTv1lKxtYG1XvzjQBqB8VZZS7/6odVy,Test,919919191,919919191,true,6D3E9175-4DD7-4FA6-A678-604881E8C847,approved
EFC98B1F-D6FC-4CAE-9F6B-9543F950F0B4,teste7@isep.ipp.pt,$2a$10$Dw6/ZZec.cyy1ZFTzWrOS.4RS88h6WmNe8sAhfUr4nmIHmPIZFhBu,Ricardo Reis,919191919,191919191,true,33690E0E-834D-478B-8867-0074C2FEC278,approved
76A64411-AE52-4658-B1A2-D99AF85200A0,teste5@isep.ipp.pt,$2a$10$P6eUi1X0A4eVOgFXCDYSxOpCKpCaMkhGX287KbLr5Ydug53ZQ0j1y,Test Name,919191919,191919191,true,75C114BE-194B-431E-9D4B-FFEC037E0046,rejected
F0EAA8A3-BE45-4AC6-92CC-F2C72F85E921,admin2@isep.ipp.pt,$2a$10$/ATnGuXWLK6F.dUOptvZuencPPjlABGiQJYNf91738FHMwCcxgSNi,ADMIN 2,919191919,191919191,true,0DED9BB7-80C0-4B1B-AD56-4CFEAAFD87F2,approved
